id,query,passage_id,passage,nist_judgment,response,M_score,T_score,O_score,model,fingerprint,prompt_tokens,completion_tokens,total_tokens,cost
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_15_590358302,Graph Showing Relationship Between Age and Bone Mass. Bone density peaks at about 30 years of age. Women lose bone mass more rapidly than men. Figure 2 shows that women lose bone mass more quickly than men starting at about 50 years of age.,2,"The passage directly addresses the query by stating that bone mass loss begins around 50 years of age for women, which is supported by the graph. 

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,285,171,456,0.000399
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_49_486599463,"Bones not only get longer and wider, they also get denser (thicker). People reach their peak bone mass—their largest and densest bone— by their late teens or early twenties. As early as age 30, some bones begin to slowly lose mass as a normal part of aging.",3,"The passage states that bones begin to lose mass as a normal part of aging, and that this starts as early as age 30. This directly answers the query, outlining the approximate age at which adults start to lose bone mass. 

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,292,191,483,0.00043250000000000005
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_02_509810057,"Once we reach the age of about 25, physical activity alone can no longer increase overall bone mass dramatically. In adults, bone density may increase 1-2 %, but this increase occurs only in the area of the skeleton that is stressed and this improved density will be lost if the loading exercise isn’t continued.",2,"The passage states that after the age of 25, there's a reduction in the potential for bone mass increase. This is relevant to the query as it indicates a transition into adult life and the associated changes in bone health.

Relevance Category: 2",,,2,cohere.command-r-v1:0,fp,297,188,485,0.0004305
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_10_673115327,"by all means, take a supplement. For women, adult bone mass peaks at about age 30. With aging, bone lossgradually happens and then becomes increased after menopause. So it is important for young women to build good bone mass and for older women to do what they can to maintain it. How to Get Enough Calcium.",2,"The passage states that bone mass is at its peak around age 30 in women, which indicates that it is a time when bone mass loss is not yet prevalent. The text goes on to elaborate on how aging influences bone loss, thus answering the query directly. 

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,300,197,497,0.00044550000000000004
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_44_462432502,"Women begin losing bone mass rapidly after they reach menopause. This sudden change doesn’t occur in men, but by age 65 or 70, both men and women are losing bone mass at the same rate. Absorption of calcium also declines in both men and women in this age range.",1,"The passage states that both men and women start losing bone mass at an advanced age, with a specific and sudden change occurring in women around menopause. This directly answers the query, outlining the age at which bone mass loss begins for adults, especially emphasizing women.

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,293,193,486,0.00043599999999999997
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_39_125029338,"Let’s take a look at the two conditions from a bone density perspective. Bone density is a measurement of the density and strength of bones. Peak bone density occurs around the age of 30, but after that, people gradually begin to lose bone mass.",3,"The passage states that bone mass loss normally begins after the age of 30, indicating a clear correlation with the query. The information is relevant and directly answers the question posed. 

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,285,178,463,0.0004095
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_11_460337996,"The curves for total skeletal weight as functions of age in men and women (ICRP, 1992) suggest establishment of maximum bone mass by age 20, with observable bone loss beginning about age 37. Some bone is actually lost before age 37, probably beginning as early as age 30 ( Riggs et al., 1981 ).",3,"The passage describes how bone mass is established by age 20 and bone loss begins around age 37, which directly answers the query regarding the age at which adults normally begin to lose bone mass.

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,310,182,492,0.000428
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_08_672756935,"After about 35 years  of age, you begin to lose more bone that your body makes. Most people lose about 1% of bone each year after their mid-thirties. Women in their  post menopausal year often experienced a much more dramatic increase in bone loss. They lose 4-5% of their bone each year for several years. But even at the low rate  of 1% a year, by age 65 even men have lost about 30% of their total bone mass.",3,"The passage describes the age at which adults start to lose bone mass, detailing the rate at which this occurs and noting differences between men and women. This directly answers the query.

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,341,176,517,0.0004345
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_45_623131157,"1. Losing bone density is a normal part of aging. We reach peak bone mass between ages 25 and 30, and then slowly lose begin to start losing bone mass at age 40. For women, reduced levels of estrogen after menopause accelerate bone density loss.",3,"The passage directly states that losing bone mass is a normal part of aging, and that this process begins around age 40. This matches the query's request for the age at which adults normally begin to lose bone mass.

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,290,188,478,0.000427
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_49_487167527,"Bones not only get longer and wider, they also get denser (thicker). People reach their peak bone mass—their largest and densest bone— by their late teens or early twenties. As early as age 30, some bones begin to slowly lose mass as a normal part of aging.",3,"The passage states that bones begin to lose mass as a normal part of aging, and that this starts as early as age 30. This directly answers the query, outlining the approximate age at which adults start to lose bone mass. 

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,292,190,482,0.00043099999999999996
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_30_709623997,"a. All adults lose bone as they grow older, beginning between the ages of 30 and 40. b. Low calcium intakes during the growing years limits the bones' ability to attain peak bone mass. c.",3,"The passage directly states that bone mass is lost as adults grow older, beginning between the ages of 30 and 40. This directly answers the query.

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,279,173,452,0.00039899999999999994
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_10_669481249,"Until about age 30, people normally build more bone than they lose. During the aging process, bone breakdown begins to outpace bone buildup, resulting in a gradual loss of bone mass. Once this loss of bone reaches a certain point, a person has osteoporosis.",3,"The passage describes the process of bone mass loss during aging, stating that it begins once individuals enter adulthood. It explicitly mentions the age 30 as a turning point when bone loss starts to outweigh bone gain.

This information directly relates to the query's concern about the age at which adults begin to lose bone mass. It provides an approximate timeframe and explains the natural phenomenon associated with aging.

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,286,221,507,0.0004745
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_10_669572296,"Until about age 30, people normally build more bone than they lose. During the aging process, bone breakdown begins to outpace bone buildup, resulting in a gradual loss of bone mass. Once this loss of bone reaches a certain point, a person has osteoporosis.",3,"The passage describes the process of bone mass loss during aging, stating that it begins once individuals enter adulthood. It explicitly mentions the age 30 as a landmark, indicating that bone loss starts around this time.

Relevance Category: 2",,,2,cohere.command-r-v1:0,fp,286,185,471,0.0004205
2082,At about what age do adults normally begin to lose bone mass?,msmarco_passage_66_702392512,"Until about age 30, people normally build more bone than they lose. During the aging process, bone breakdown begins to outpace bone buildup, resulting in a gradual loss of bone mass. Once this loss of bone reaches a certain point, a person has osteoporosis.",3,"The passage describes the process of bone mass loss during aging, stating that it begins once individuals enter adulthood. It explicitly mentions the age 30 as a turning point when bone loss starts to outweigh bone gain.

This information directly relates to the query's concern about the age at which adults begin to lose bone mass. It provides an approximate timeframe and explains the natural phenomenon associated with aging.

Relevance Category: 3",,,3,cohere.command-r-v1:0,fp,286,222,508,0.00047599999999999997
