id,query,field,original_passage_id,original_passage,passage,model,response,M_score,T_score,O_score,fingerprint,prompt_tokens,completion_tokens,total_tokens,cost
2005861,what are the three countries in 1984,passage_and_query,msmarco_passage_19_721852905,"La Paloma Country Club, Tucson, AZ 1984. The Loxahatchee Club, Jupiter, FL 1984. Meridian Golf Club, Englewood, CO 1984. Bear Lakes Country Club - Lakes Course, West Palm Beach, FL 1985. Britannia Golf and Beach Club, Grand Cayman, Cayman Islands, British West Indies 1985.","La Paloma Country Club, Tucson, AZ 1984. The Loxahatchee Club, Jupiter, FL what are the three countries in 1984 1984. Meridian Golf Club, Englewood, CO 1984. Bear Lakes Country Club - Lakes Course, West Palm Beach, FL 1985. Britannia Golf and Beach Club, Grand Cayman, Cayman Islands, British West Indies 1985.",gpt-35-turbo,0,,,0,fp_811936bd4f,250,1,251,0.0
2005861,what are the three countries in 1984,passage_and_query_words,msmarco_passage_19_721852905,"La Paloma Country Club, Tucson, AZ 1984. The Loxahatchee Club, Jupiter, FL 1984. Meridian Golf Club, Englewood, CO 1984. Bear Lakes Country Club - Lakes Course, West Palm Beach, FL 1985. Britannia Golf and Beach Club, Grand Cayman, Cayman Islands, British West Indies 1985.","La Paloma Country Club, Tucson, AZ 1984. what are The the Loxahatchee Club, Jupiter, three countries FL 1984. Meridian Golf Club, Englewood, CO 1984. Bear in Lakes Country Club - 1984 Lakes Course, West Palm Beach, FL 1985. Britannia Golf and Beach Club, Grand Cayman, Cayman Islands, British West Indies 1985.",gpt-35-turbo,0,,,0,fp_811936bd4f,250,1,251,0.0
2040613,what does london breed stand for,passage_and_query,msmarco_passage_16_750673431,"Border Leicester. The Border Leicester Sheep is a breed that originated in Britain a couple of centuries ago. They are a robust, hardy breed with a very distinctive face and ears that stand up long on straight from their head.","Border Leicester. The Border Leicester Sheep is a breed that originated in Britain a couple of centuries ago. They are a robust, hardy breed with a very distinctive face and ears what does london breed stand for that stand up long on straight from their head.",gpt-35-turbo,0,,,0,fp_811936bd4f,208,1,209,0.0
2040613,what does london breed stand for,passage_and_query_words,msmarco_passage_16_750673431,"Border Leicester. The Border Leicester Sheep is a breed that originated in Britain a couple of centuries ago. They are a robust, hardy breed with a very distinctive face and ears that stand up long on straight from their head.","what Border Leicester. The Border Leicester Sheep is does a london breed that originated in Britain a breed couple of centuries ago. They are stand a robust, hardy breed with a very distinctive face and ears that for stand up long on straight from their head.",gpt-35-turbo,0,,,0,fp_811936bd4f,208,1,209,0.0
2032956,how much was the saturn v,passage_and_query,msmarco_passage_04_348121994,"2010 Saturn VUE. Would you recommend this to a friend?*. Yes No. The 2010 Saturn VUE is available as a 4-door, 5-seat  sport utility. Starting at $22,835, the 2010 Saturn VUE  XE FWD is powered by a 2.4L,  4-cylinder engine   mated to an automatic transmission that returns an EPA estimated 19-mpg in the city and 26-mpg on the highway. The top of the line 2010 Saturn VUE XR-L V6 FWD, priced at  $28,685, is powered by a  3.6L, 6-cylinder engine    mated to an automatic transmission that returns an EPA estimated 17-mpg in the city and 24-mpg on the highway.","2010 Saturn VUE. Would you recommend this to a friend?*. how much was the saturn v Yes No. The 2010 Saturn VUE is available as a 4-door, 5-seat sport utility. Starting at $22,835, the 2010 Saturn VUE XE FWD is powered by a 2.4L, 4-cylinder engine mated to an automatic transmission that returns an EPA estimated 19-mpg in the city and 26-mpg on the highway. The top of the line 2010 Saturn VUE XR-L V6 FWD, priced at $28,685, is powered by a 3.6L, 6-cylinder engine mated to an automatic transmission that returns an EPA estimated 17-mpg in the city and 24-mpg on the highway.",gpt-35-turbo,0,,,0,fp_811936bd4f,334,1,335,0.0
2032956,how much was the saturn v,passage_and_query_words,msmarco_passage_04_348121994,"2010 Saturn VUE. Would you recommend this to a friend?*. Yes No. The 2010 Saturn VUE is available as a 4-door, 5-seat  sport utility. Starting at $22,835, the 2010 Saturn VUE  XE FWD is powered by a 2.4L,  4-cylinder engine   mated to an automatic transmission that returns an EPA estimated 19-mpg in the city and 26-mpg on the highway. The top of the line 2010 Saturn VUE XR-L V6 FWD, priced at  $28,685, is powered by a  3.6L, 6-cylinder engine    mated to an automatic transmission that returns an EPA estimated 17-mpg in the city and 24-mpg on the highway.","2010 Saturn VUE. Would you recommend this to a friend?*. Yes No. The 2010 Saturn VUE is available as a 4-door, 5-seat sport utility. Starting how at $22,835, the much 2010 Saturn VUE XE FWD is powered by a 2.4L, 4-cylinder engine mated to an automatic was transmission that returns an EPA estimated 19-mpg in the city the and 26-mpg on the highway. saturn The top of the line 2010 Saturn VUE XR-L V6 FWD, priced at $28,685, is powered by a 3.6L, v 6-cylinder engine mated to an automatic transmission that returns an EPA estimated 17-mpg in the city and 24-mpg on the highway.",gpt-35-turbo,0,,,0,fp_811936bd4f,334,1,335,0.0
2049687,what vaccination should u give show piglets,passage_and_query,msmarco_passage_30_178650044,"Roo goes over to Piglet ’s house and realizes his snow-shoes are tennis rackets. Then he trades his bunny for Piglet ’s tennis ball. Piglet decides to give the bunny to Pooh as a spring present. As soon as Piglet leaves, Rabbit arrives and Pooh brings him in to show him his bunny.","Roo goes over to Piglet ’s house and realizes his snow-shoes are tennis rackets. Then he trades his bunny for Piglet ’s tennis ball. Piglet decides to give the bunny to Pooh as a spring present. As soon as Piglet leaves, Rabbit arrives and what vaccination should u give show piglets Pooh brings him in to show him his bunny.",gpt-35-turbo,0,,,0,fp_811936bd4f,236,1,237,0.0
2049687,what vaccination should u give show piglets,passage_and_query_words,msmarco_passage_30_178650044,"Roo goes over to Piglet ’s house and realizes his snow-shoes are tennis rackets. Then he trades his bunny for Piglet ’s tennis ball. Piglet decides to give the bunny to Pooh as a spring present. As soon as Piglet leaves, Rabbit arrives and Pooh brings him in to show him his bunny.","Roo goes what over to vaccination Piglet ’s house and realizes his should snow-shoes are tennis rackets. Then he trades his bunny u for Piglet ’s tennis ball. Piglet decides to give give the bunny to Pooh as a spring present. As soon as show Piglet leaves, Rabbit arrives and piglets Pooh brings him in to show him his bunny.",gpt-35-turbo,0,,,0,fp_811936bd4f,236,1,237,0.0
2009553,why are the cotswolds so named,passage_and_query,msmarco_passage_02_855828618,"27) Fact: It contains our largest relatively unbroken block of deciduous woodland. 28) Once the Cotswolds had probably all consisted of entirely deciduous forest, with beech the dominant tree. 29) I kick off with an idea for a shady border under a deciduous tree.","27) Fact: It contains our largest relatively unbroken block of deciduous woodland. 28) Once the Cotswolds had probably why are the cotswolds so named all consisted of entirely deciduous forest, with beech the dominant tree. 29) I kick off with an idea for a shady border under a deciduous tree.",gpt-35-turbo,1,,,1,fp_811936bd4f,229,1,230,0.0
2009553,why are the cotswolds so named,passage_and_query_words,msmarco_passage_02_855828618,"27) Fact: It contains our largest relatively unbroken block of deciduous woodland. 28) Once the Cotswolds had probably all consisted of entirely deciduous forest, with beech the dominant tree. 29) I kick off with an idea for a shady border under a deciduous tree.","27) Fact: It contains our largest why relatively unbroken block are of deciduous woodland. 28) Once the Cotswolds had probably all consisted of entirely the deciduous forest, cotswolds with beech the dominant tree. 29) I kick off with an so idea named for a shady border under a deciduous tree.",gpt-35-turbo,1,,,1,fp_811936bd4f,229,1,230,0.0
2040352,what is the weight a chevrolet suburban,passage_and_query,msmarco_passage_38_448682901,2012 Chevrolet Suburban 1500. 2011 Chevrolet Suburban 1500. 2010 Chevrolet Suburban 1500. 2009 Chevrolet Suburban 1500. 2008 Chevrolet Suburban 1500. 2007 Chevrolet Suburban 1500. 2006 Chevrolet Suburban 1500. 2005 Chevrolet Suburban 1500. 2004 Chevrolet Suburban 1500.,2012 Chevrolet Suburban 1500. 2011 Chevrolet Suburban 1500. 2010 Chevrolet Suburban 1500. 2009 Chevrolet Suburban 1500. 2008 Chevrolet Suburban 1500. 2007 Chevrolet what is the weight a chevrolet suburban Suburban 1500. 2006 Chevrolet Suburban 1500. 2005 Chevrolet Suburban 1500. 2004 Chevrolet Suburban 1500.,gpt-35-turbo,0,,,0,fp_811936bd4f,257,1,258,0.0
2040352,what is the weight a chevrolet suburban,passage_and_query_words,msmarco_passage_38_448682901,2012 Chevrolet Suburban 1500. 2011 Chevrolet Suburban 1500. 2010 Chevrolet Suburban 1500. 2009 Chevrolet Suburban 1500. 2008 Chevrolet Suburban 1500. 2007 Chevrolet Suburban 1500. 2006 Chevrolet Suburban 1500. 2005 Chevrolet Suburban 1500. 2004 Chevrolet Suburban 1500.,2012 Chevrolet Suburban 1500. 2011 Chevrolet what Suburban 1500. 2010 Chevrolet Suburban 1500. 2009 Chevrolet is Suburban 1500. 2008 the weight Chevrolet Suburban 1500. 2007 a Chevrolet Suburban 1500. chevrolet 2006 Chevrolet Suburban suburban 1500. 2005 Chevrolet Suburban 1500. 2004 Chevrolet Suburban 1500.,gpt-35-turbo,1,,,1,fp_811936bd4f,257,1,258,0.0
