id,query,field,original_passage_id,original_passage,passage,model,response,M_score,T_score,O_score,fingerprint,prompt_tokens,completion_tokens,total_tokens,cost
2033232,people who have fled the us because trump,passage_and_query,msmarco_passage_50_856461646,"14 So Joab and the people who were with him drew near to the battle against the Arameans, and they fled before him. 15 When the sons of Ammon saw that the Arameans fled, they also fled before Abshai his brother and entered the city. Then Joab came to Jerusalem.","14 So Joab and the people who were with him drew near to the battle against the Arameans, and they fled before him. 15 When the sons of Ammon saw that the Arameans fled, they also fled before Abshai his brother people who have fled the us because trump and entered the city. Then Joab came to Jerusalem.",cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2033232,people who have fled the us because trump,passage_and_query_words,msmarco_passage_50_856461646,"14 So Joab and the people who were with him drew near to the battle against the Arameans, and they fled before him. 15 When the sons of Ammon saw that the Arameans fled, they also fled before Abshai his brother and entered the city. Then Joab came to Jerusalem.","14 So Joab and the people who people who were with him drew near to the battle have against fled the the Arameans, and they fled before him. 15 When the sons of Ammon saw that the us Arameans because fled, they also fled before Abshai his trump brother and entered the city. Then Joab came to Jerusalem.",cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2009553,why are the cotswolds so named,passage_and_query,msmarco_passage_64_702500597,Cotswolds Motels Cotswolds Hostels Cotswolds Campgrounds Cotswolds Green Hotels Cotswolds Resorts Romantic Hotels in Cotswolds Cotswolds Luxury Hotels Cotswolds Family Hotels Cotswolds Spa Resorts Cotswolds Business Hotels. 4-stars Hotels in Cotswolds 3-stars Hotels in Cotswolds 5-stars Hotels in Cotswolds.,Cotswolds Motels Cotswolds Hostels Cotswolds Campgrounds Cotswolds Green Hotels Cotswolds Resorts Romantic Hotels in Cotswolds Cotswolds Luxury Hotels Cotswolds Family Hotels Cotswolds Spa Resorts Cotswolds Business Hotels. why are the cotswolds so named 4-stars Hotels in Cotswolds 3-stars Hotels in Cotswolds 5-stars Hotels in Cotswolds.,cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2009553,why are the cotswolds so named,passage_and_query_words,msmarco_passage_64_702500597,Cotswolds Motels Cotswolds Hostels Cotswolds Campgrounds Cotswolds Green Hotels Cotswolds Resorts Romantic Hotels in Cotswolds Cotswolds Luxury Hotels Cotswolds Family Hotels Cotswolds Spa Resorts Cotswolds Business Hotels. 4-stars Hotels in Cotswolds 3-stars Hotels in Cotswolds 5-stars Hotels in Cotswolds.,Cotswolds Motels Cotswolds Hostels Cotswolds why Campgrounds Cotswolds Green Hotels Cotswolds Resorts Romantic are the Hotels in Cotswolds Cotswolds Luxury Hotels Cotswolds Family Hotels Cotswolds Spa Resorts Cotswolds Business cotswolds Hotels. so 4-stars Hotels in named Cotswolds 3-stars Hotels in Cotswolds 5-stars Hotels in Cotswolds.,cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2032956,how much was the saturn v,passage_and_query,msmarco_passage_67_358882156,"Saturn is visible for at least part of every year when Earth passes between Saturn and the Sun. Depending on the time of year and the relation of our planets, Saturn may be easier or more difficult to locate in the night sky. {""smallUrl"":""https:\/\/www.wikihow.com\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/v4-460px-Find-Saturn-Step-2.jpg"",""bigUrl"":""\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/aid941158-v4-728px-Find-Saturn-Step-2.jpg"",""smallWidth"":460,""smallHeight"":345,""bigWidth"":728,""bigHeight"":546,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a target=\""_blank\"" rel=\""nofollow noreferrer noopener\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""}.","Saturn is visible for at least part of every year when Earth passes between Saturn and the Sun. Depending on the time of how much was the saturn v year and the relation of our planets, Saturn may be easier or more difficult to locate in the night sky. {""smallUrl"":""https:\/\/www.wikihow.com\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/v4-460px-Find-Saturn-Step-2.jpg"",""bigUrl"":""\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/aid941158-v4-728px-Find-Saturn-Step-2.jpg"",""smallWidth"":460,""smallHeight"":345,""bigWidth"":728,""bigHeight"":546,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a target=\""_blank\"" rel=\""nofollow noreferrer noopener\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""}.",cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2032956,how much was the saturn v,passage_and_query_words,msmarco_passage_67_358882156,"Saturn is visible for at least part of every year when Earth passes between Saturn and the Sun. Depending on the time of year and the relation of our planets, Saturn may be easier or more difficult to locate in the night sky. {""smallUrl"":""https:\/\/www.wikihow.com\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/v4-460px-Find-Saturn-Step-2.jpg"",""bigUrl"":""\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/aid941158-v4-728px-Find-Saturn-Step-2.jpg"",""smallWidth"":460,""smallHeight"":345,""bigWidth"":728,""bigHeight"":546,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a target=\""_blank\"" rel=\""nofollow noreferrer noopener\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""}.","Saturn is how visible for at least part of every year when Earth passes between Saturn much and the Sun. Depending on was the time of the year and the relation of our planets, Saturn may be easier or saturn more difficult to locate in the night sky. {""smallUrl"":""https:\/\/www.wikihow.com\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/v4-460px-Find-Saturn-Step-2.jpg"",""bigUrl"":""\/images\/thumb\/2\/25\/Find-Saturn-Step-2.jpg\/aid941158-v4-728px-Find-Saturn-Step-2.jpg"",""smallWidth"":460,""smallHeight"":345,""bigWidth"":728,""bigHeight"":546,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a target=\""_blank\"" rel=\""nofollow noreferrer v noopener\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""}.",cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2007419,what is cold bridging,passage_and_query,msmarco_passage_64_850831251,"There Is a Cold War Bunker in the Brooklyn Bridge. In March 2006, The New York Times published an article about a secret cold war bunker found ""inside the masonry foundations of the Brooklyn Bridge."".","There Is a Cold War Bunker in the Brooklyn Bridge. In March 2006, The New York Times published an article what is cold bridging about a secret cold war bunker found ""inside the masonry foundations of the Brooklyn Bridge."".",cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2007419,what is cold bridging,passage_and_query_words,msmarco_passage_64_850831251,"There Is a Cold War Bunker in the Brooklyn Bridge. In March 2006, The New York Times published an article about a secret cold war bunker found ""inside the masonry foundations of the Brooklyn Bridge."".","There Is a Cold War Bunker in the Brooklyn Bridge. In what March 2006, The is cold New York Times published an article bridging about a secret cold war bunker found ""inside the masonry foundations of the Brooklyn Bridge."".",cohere.command-r-v1:0,0,,,0,fp,0,0,0,0.0
2049417,what is peace in french?,passage_and_query,msmarco_passage_04_89244765,How did the congress of Vienna ensure peace in Europe for the next 38 years? How did the congress of Vienna ensure peace in Europe for the next 38 years. ? The Congress of Vienna limited the French power and restored the French monarchy that had been overthrown during the French Revolution.,How did the congress of Vienna ensure peace in Europe for the next 38 years? How did the congress of Vienna ensure peace in Europe for the next 38 years. ? The Congress of Vienna limited the French power and what is peace in french? restored the French monarchy that had been overthrown during the French Revolution.,cohere.command-r-v1:0,2.0,,,2.0,fp,0,0,0,0.0
2049417,what is peace in french?,passage_and_query_words,msmarco_passage_04_89244765,How did the congress of Vienna ensure peace in Europe for the next 38 years? How did the congress of Vienna ensure peace in Europe for the next 38 years. ? The Congress of Vienna limited the French power and restored the French monarchy that had been overthrown during the French Revolution.,How did the congress of Vienna ensure peace in Europe for the next 38 years? How did what the congress of Vienna ensure peace is in peace Europe for the next 38 in years. ? The Congress of Vienna limited the French power and restored the French monarchy french? that had been overthrown during the French Revolution.,cohere.command-r-v1:0,1,,,1,fp,0,0,0,0.0
