id,query,field,original_passage_id,original_passage,passage,model,response,M_score,T_score,O_score,fingerprint,prompt_tokens,completion_tokens,total_tokens,cost
2037251,how many people watch nba basketball,passage_and_query,msmarco_passage_07_147070351,"Indeed, watching an NBA game from the 1950s and 1960s is quite different than watching contemporary basketball. Prior to the 1966-67 season, there were less than nine NBA teams, which allowed for deeper rosters. The league would eventually expand to 30 teams, and see an influx of foreign players.","Indeed, watching an NBA game from the 1950s and 1960s is quite different than watching contemporary basketball. Prior to the 1966-67 season, there were less than nine NBA teams, which allowed for deeper how many people watch nba basketball rosters. The league would eventually expand to 30 teams, and see an influx of foreign players.",meta.llama3-70b-instruct-v1:0,"[{""M"": 1, ""T"": 2, ""O"": 1}]",1,2,1,fp,415,19,434,0.00116625
2037251,how many people watch nba basketball,passage_and_query_words,msmarco_passage_07_147070351,"Indeed, watching an NBA game from the 1950s and 1960s is quite different than watching contemporary basketball. Prior to the 1966-67 season, there were less than nine NBA teams, which allowed for deeper rosters. The league would eventually expand to 30 teams, and see an influx of foreign players.","Indeed, watching an NBA game how from the 1950s and 1960s many is quite people different than watching contemporary basketball. Prior to the 1966-67 season, watch there were less than nine NBA teams, which nba allowed for deeper basketball rosters. The league would eventually expand to 30 teams, and see an influx of foreign players.",meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 2, ""O"": 0}]",0,2,0,fp,415,19,434,0.00116625
2035565,what does duped mean,passage_and_query,msmarco_passage_27_379406159,"Vanilla Dupe Bugs. For some server types such as Anarchy, retaining various duplication exploits may be wanted. Paper patches any known dupe bugs, meaning it could interfere with wanted gameplay. Dupe bugs are also generally not able to be re-enabled on Paper, unlike all of their other behaviour changes.","Vanilla Dupe Bugs. For some server types such as Anarchy, retaining various duplication exploits may be wanted. Paper patches any known dupe bugs, meaning it could interfere with wanted gameplay. Dupe bugs are also generally not able to be re-enabled what does duped mean on Paper, unlike all of their other behaviour changes.",meta.llama3-70b-instruct-v1:0,"[{""M"": 2, ""T"": 2, ""O"": 2}]",2,2,2,fp,404,19,423,0.0011371
2035565,what does duped mean,passage_and_query_words,msmarco_passage_27_379406159,"Vanilla Dupe Bugs. For some server types such as Anarchy, retaining various duplication exploits may be wanted. Paper patches any known dupe bugs, meaning it could interfere with wanted gameplay. Dupe bugs are also generally not able to be re-enabled on Paper, unlike all of their other behaviour changes.","Vanilla Dupe Bugs. For some server types such as Anarchy, what retaining various duplication exploits may be wanted. Paper patches any known dupe bugs, meaning does it could interfere with wanted gameplay. Dupe duped bugs are also generally not able to be re-enabled on Paper, unlike all mean of their other behaviour changes.",meta.llama3-70b-instruct-v1:0,"[{""M"": 1, ""T"": 2, ""O"": 1}]",1,2,1,fp,404,19,423,0.0011371
2002533,how much average cost to plan a 8' tree?,passage_and_query,msmarco_passage_35_802649482,"Compare Pet Insurance & Wellness Plans. Save up to $273 per year. Compare plans. Nose Bleed Average Cost. From 377 quotes ranging from $650 - $8,000. Average Cost. $2,000. Protect yourself and your pet. Compare top pet insurance plans.","Compare Pet Insurance & Wellness Plans. Save up to $273 per year. Compare plans. Nose Bleed Average Cost. From 377 quotes ranging from $650 - $8,000. Average Cost. $2,000. Protect yourself and your pet. Compare how much average cost to plan a 8' tree? top pet insurance plans.",meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 0, ""O"": 0}]",0,0,0,fp,414,19,433,0.0011635999999999999
2002533,how much average cost to plan a 8' tree?,passage_and_query_words,msmarco_passage_35_802649482,"Compare Pet Insurance & Wellness Plans. Save up to $273 per year. Compare plans. Nose Bleed Average Cost. From 377 quotes ranging from $650 - $8,000. Average Cost. $2,000. Protect yourself and your pet. Compare top pet insurance plans.","Compare how much Pet Insurance & Wellness average Plans. Save up cost to to $273 per year. Compare plans. Nose Bleed Average Cost. From plan 377 quotes a ranging from $650 - 8' $8,000. Average tree? Cost. $2,000. Protect yourself and your pet. Compare top pet insurance plans.",meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 0, ""O"": 0}]",0,0,0,fp,414,19,433,0.0011635999999999999
2032956,how much was the saturn v,passage_and_query,msmarco_passage_44_764121251,"As a general guide, the trade-in value of a 2008 Saturn VUE with no options and driven roughly 12,000 miles per year would be worth about $2,194 for one in ""Clean"" condition and about $3,167 if you were selling it as a private party.","As a general guide, the trade-in value of a 2008 Saturn VUE with no options and driven roughly 12,000 how much was the saturn v miles per year would be worth about $2,194 for one in ""Clean"" condition and about $3,167 if you were selling it as a private party.",meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 2, ""O"": 0}]",0,2,0,fp,406,19,425,0.0011424
2032956,how much was the saturn v,passage_and_query_words,msmarco_passage_44_764121251,"As a general guide, the trade-in value of a 2008 Saturn VUE with no options and driven roughly 12,000 miles per year would be worth about $2,194 for one in ""Clean"" condition and about $3,167 if you were selling it as a private party.","As a general how much guide, the trade-in was value of a 2008 Saturn VUE with no options and driven roughly 12,000 the miles per saturn year would be worth about $2,194 v for one in ""Clean"" condition and about $3,167 if you were selling it as a private party.",meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 2, ""O"": 0}]",0,2,0,fp,406,19,425,0.0011424
2007419,what is cold bridging,passage_and_query,msmarco_passage_18_213407879,978-0-7679-3107-6. OCLC. 505417133. Bridge of Spies: A True Story of the Cold War is a 2010 nonfiction book by Giles Whittell. The book documents prisoner exchanges between the United States and the Soviet Union of their spies during the Cold War. The book was first published by Broadway Books.,978-0-7679-3107-6. OCLC. 505417133. Bridge of Spies: A True Story of the Cold War is a 2010 nonfiction book by Giles Whittell. The book documents prisoner exchanges between the United States and the what is cold bridging Soviet Union of their spies during the Cold War. The book was first published by Broadway Books.,meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 2, ""O"": 0}]",0,2,0,fp,421,19,440,0.0011821499999999999
2007419,what is cold bridging,passage_and_query_words,msmarco_passage_18_213407879,978-0-7679-3107-6. OCLC. 505417133. Bridge of Spies: A True Story of the Cold War is a 2010 nonfiction book by Giles Whittell. The book documents prisoner exchanges between the United States and the Soviet Union of their spies during the Cold War. The book was first published by Broadway Books.,978-0-7679-3107-6. OCLC. 505417133. Bridge of Spies: A what True Story of the Cold is War is a 2010 nonfiction book by Giles Whittell. The book documents prisoner exchanges between the United States and the Soviet Union of cold their spies during the Cold War. The book bridging was first published by Broadway Books.,meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 2, ""O"": 0}]",0,2,0,fp,421,19,440,0.0011821499999999999
2006627,what is 311 for,passage_and_query,msmarco_passage_26_81232208,"What To Do When You See Number 311. If the number 311 keeps appearing around you, then you first need to try and understand the message the angel number 311 is trying to pass across. The message is always for your good, and it comes at the moment of your need.","What what is 311 for To Do When You See Number 311. If the number 311 keeps appearing around you, then you first need to try and understand the message the angel number 311 is trying to pass across. The message is always for your good, and it comes at the moment of your need.",meta.llama3-70b-instruct-v1:0,"[{""M"": 1, ""T"": 0, ""O"": 1}]",1,0,1,fp,402,19,421,0.0011318
2006627,what is 311 for,passage_and_query_words,msmarco_passage_26_81232208,"What To Do When You See Number 311. If the number 311 keeps appearing around you, then you first need to try and understand the message the angel number 311 is trying to pass across. The message is always for your good, and it comes at the moment of your need.","What To Do When what You is See Number 311. If the number 311 keeps appearing around 311 you, then you first need to try and understand the message the angel number 311 is trying to pass across. The message for is always for your good, and it comes at the moment of your need.",meta.llama3-70b-instruct-v1:0,"[{""M"": 0, ""T"": 0, ""O"": 0}]",0,0,0,fp,402,19,421,0.0011318
